Date,Open,High,Low,Close,Adj Close,Volume
2017-05-29,17.959999,18.000000,17.805000,17.860001,17.396444,1355870
2017-05-30,17.805000,18.010000,17.715000,17.875000,17.411055,2168756
2017-05-31,17.930000,17.959999,17.535000,17.549999,17.094490,3944400
2017-06-01,17.690001,17.920000,17.580000,17.855000,17.391573,2862787
2017-06-02,18.010000,18.245001,17.840000,17.910000,17.445147,3547757
2017-06-05,17.905001,18.000000,17.635000,17.889999,17.425665,1968818
2017-06-06,17.889999,17.889999,17.510000,17.584999,17.128582,2262003
2017-06-07,17.615000,17.980000,17.514999,17.770000,17.308781,2583894
2017-06-08,17.809999,17.870001,17.580000,17.785000,17.323391,2830857
2017-06-09,17.870001,18.025000,17.715000,17.990000,17.523069,2002138
2017-06-12,17.945000,18.315001,17.840000,18.150000,17.678917,3682774
2017-06-13,18.200001,18.430000,18.000000,18.160000,17.688658,2408188
2017-06-14,18.184999,18.215000,17.740000,17.754999,17.294168,2780429
2017-06-15,17.750000,17.790001,17.415001,17.665001,17.206507,3036219
2017-06-16,17.870001,18.070000,17.820000,18.030001,17.562033,4170567
2017-06-19,18.170000,18.395000,18.094999,18.105000,17.635084,2478765
2017-06-20,18.250000,18.260000,17.975000,18.004999,17.537680,2689838
2017-06-21,17.930000,18.170000,17.705000,18.170000,17.698399,1775999
2017-06-22,18.125000,18.430000,18.000000,18.420000,17.941910,2223865
2017-06-23,18.379999,18.434999,18.115000,18.165001,17.693529,2300988
2017-06-26,18.230000,18.445000,17.955000,18.065001,17.596125,2472712
2017-06-27,17.945000,17.945000,17.545000,17.809999,17.347742,3723950
2017-06-28,17.719999,17.945000,17.610001,17.770000,17.308781,2590207
2017-06-29,17.879999,17.879999,17.264999,17.500000,17.045788,3120274
2017-06-30,17.500000,17.719999,17.365000,17.465000,17.011696,3228287
2017-07-03,17.620001,18.139999,17.594999,18.035000,17.566902,3659148
2017-07-04,17.980000,18.315001,17.924999,18.129999,17.659435,2152621
2017-07-05,18.174999,18.344999,17.820000,17.895000,17.430536,3507120
2017-07-06,17.920000,18.400000,17.815001,18.400000,17.922428,4502709
2017-07-07,18.385000,18.485001,18.155001,18.379999,17.902946,1831868
2017-07-10,18.445000,18.545000,18.320000,18.469999,17.990612,1683527
2017-07-11,18.540001,18.795000,18.510000,18.690001,18.204903,2516906
2017-07-12,18.805000,19.205000,18.735001,19.014999,18.521465,3833359
2017-07-13,18.905001,19.120001,18.860001,18.950001,18.458155,2802153
2017-07-14,19.000000,19.135000,18.865000,19.059999,18.565298,1625103
2017-07-17,19.129999,19.250000,19.035000,19.045000,18.550688,1722142
2017-07-18,19.010000,19.120001,18.775000,18.969999,18.477634,2458159
2017-07-19,18.995001,19.100000,18.799999,19.049999,18.555557,1697540
2017-07-20,19.200001,19.344999,18.980000,19.049999,18.555557,2450596
2017-07-21,19.049999,19.180000,18.285000,18.400000,17.922428,4696982
2017-07-24,18.100000,18.200001,17.815001,18.160000,17.688658,4206310
2017-07-25,18.195000,18.385000,18.084999,18.084999,17.615604,2576522
2017-07-26,18.700001,19.180000,18.480000,18.660000,18.175680,7364332
2017-07-27,18.975000,18.975000,18.389999,18.725000,18.238995,4501696
2017-07-28,18.625000,18.680000,18.184999,18.325001,17.849377,4492304
2017-07-31,18.334999,18.485001,18.145000,18.184999,17.713009,2603999
2017-08-01,18.290001,18.549999,18.205000,18.320000,17.844505,2046695
2017-08-02,18.385000,18.420000,18.055000,18.094999,17.625345,3134858
2017-08-03,18.135000,18.145000,17.950001,17.980000,17.513329,2523898
2017-08-04,17.985001,18.264999,17.889999,18.094999,17.625345,2345579
2017-08-07,18.160000,18.280001,18.059999,18.080000,17.610735,1819802
2017-08-08,18.110001,18.309999,18.004999,18.205000,17.732491,1580828
2017-08-09,18.125000,18.180000,17.945000,18.170000,17.698399,1856089
2017-08-10,18.129999,18.240000,17.995001,18.205000,17.732491,2033156
2017-08-11,18.025000,18.190001,17.790001,17.870001,17.406185,3211582
2017-08-14,17.940001,18.264999,17.940001,18.195000,17.722750,1686395
2017-08-15,18.305000,18.410000,18.145000,18.145000,17.674047,1401442
2017-08-16,18.235001,18.475000,18.235001,18.325001,17.849377,1892373
2017-08-17,18.325001,18.450001,18.200001,18.264999,17.790932,1504329
2017-08-18,18.080000,18.094999,17.955000,18.065001,17.596125,1818269
2017-08-21,18.000000,18.135000,17.750000,17.895000,17.430536,1811602
2017-08-22,17.995001,18.174999,17.995001,18.145000,17.674047,1914019
2017-08-23,18.115000,18.360001,18.075001,18.135000,17.664307,2081884
2017-08-24,18.165001,18.299999,17.955000,18.110001,17.639956,2085062
2017-08-25,18.065001,18.254999,17.995001,18.010000,17.542551,1755151
2017-08-28,17.959999,18.145000,17.905001,17.965000,17.498720,933965
2017-08-29,17.900000,17.924999,17.549999,17.705000,17.245468,2454795
2017-08-30,17.850000,17.930000,17.775000,17.785000,17.323391,1140215
2017-08-31,17.875000,17.879999,17.715000,17.735001,17.274689,3518651
2017-09-01,17.860001,18.299999,17.840000,18.184999,17.713009,2927814
2017-09-04,18.010000,18.295000,18.010000,18.125000,17.654566,1261127
2017-09-05,18.125000,18.455000,18.125000,18.230000,17.756840,2146441
2017-09-06,18.165001,18.615000,18.129999,18.555000,18.073406,2561688
2017-09-07,18.620001,18.820000,18.605000,18.605000,18.122107,2211281
2017-09-08,18.110001,18.325001,17.510000,18.020000,17.552292,8857894
2017-09-11,17.985001,18.115000,17.815001,18.075001,17.605865,2719381
2017-09-12,18.120001,18.815001,18.110001,18.754999,18.268213,4471121
2017-09-13,18.719999,18.844999,18.645000,18.715000,18.229254,2489699
2017-09-14,18.760000,18.900000,18.719999,18.809999,18.321787,1562268
2017-09-15,18.805000,18.969999,18.709999,18.889999,18.399710,5786309
2017-09-18,18.945000,19.040001,18.889999,18.934999,18.443542,1866692
2017-09-19,18.900000,19.285000,18.875000,19.205000,18.706535,2507819
2017-09-20,19.139999,19.280001,19.100000,19.264999,18.764977,1549780
2017-09-21,19.299999,19.770000,19.290001,19.590000,19.081543,2799038
2017-09-22,19.639999,19.780001,19.434999,19.584999,19.076672,2046798
2017-09-25,19.450001,19.740000,19.440001,19.740000,19.227650,1996966
2017-09-26,19.700001,19.799999,19.660000,19.750000,19.237389,2282759
2017-09-27,19.790001,19.905001,19.674999,19.905001,19.388367,2574906
2017-09-28,19.959999,19.965000,19.770000,19.855000,19.339664,1874373
2017-09-29,19.820000,20.150000,19.575001,20.150000,19.627007,3259590
2017-10-02,20.155001,20.455000,20.155001,20.455000,19.924091,3170365
2017-10-03,20.485001,20.645000,20.365000,20.389999,19.860777,2520465
2017-10-04,20.504999,20.915001,20.385000,20.900000,20.357540,3682828
2017-10-05,20.885000,20.959999,20.650000,20.875000,20.333191,2332175
2017-10-06,20.889999,21.014999,20.615000,20.709999,20.172472,3141075
2017-10-09,20.709999,20.834999,20.504999,20.570000,20.036106,2324033
2017-10-10,20.500000,20.650000,20.385000,20.485001,19.953314,2546834
2017-10-11,20.485001,20.485001,20.254999,20.365000,19.836428,3674364
2017-10-12,20.440001,20.490000,20.290001,20.320000,19.792595,1971664
2017-10-13,20.299999,20.445000,20.180000,20.270000,19.743893,2070519
2017-10-16,20.330000,20.590000,20.330000,20.514999,19.982533,2193745
2017-10-17,20.590000,20.590000,20.200001,20.264999,19.739021,3731477
2017-10-18,20.400000,20.400000,20.209999,20.350000,19.821817,2732610
2017-10-19,20.355000,20.370001,19.924999,20.174999,19.651358,3084794
