Date,Open,High,Low,Close,Adj Close,Volume
2017-10-20,20.270000,20.299999,20.080000,20.205000,19.680580,2917769
2017-10-23,20.190001,20.260000,20.070000,20.070000,19.549084,2528022
2017-10-24,20.059999,20.370001,19.985001,20.370001,19.841299,2962662
2017-10-25,20.500000,20.555000,19.905001,20.055000,19.534473,5756417
2017-10-26,20.014999,20.315001,19.959999,20.235001,19.709803,2995521
2017-10-27,20.400000,20.510000,20.190001,20.250000,19.724413,2635220
2017-10-30,20.280001,20.469999,20.145000,20.215000,19.690321,2090823
2017-10-31,20.275000,20.395000,20.205000,20.365000,19.836428,1639908
2017-11-01,20.500000,20.860001,20.469999,20.805000,20.265007,1958008
2017-11-02,20.850000,20.895000,20.594999,20.684999,20.148121,1891644
2017-11-03,20.650000,20.860001,20.545000,20.610001,20.075069,2503875
2017-11-06,20.575001,20.895000,20.535000,20.770000,20.230915,1896118
2017-11-07,20.815001,20.950001,20.540001,20.605000,20.070198,2632722
2017-11-08,20.705000,20.790001,20.049999,20.129999,19.607525,3644519
2017-11-09,20.129999,20.135000,19.375000,19.684999,19.174076,6435407
2017-11-10,19.285000,19.370001,18.860001,18.915001,18.424063,7346502
2017-11-13,18.900000,18.945000,18.594999,18.834999,18.346138,3396962
2017-11-14,18.975000,19.155001,18.895000,18.969999,18.477634,3463163
2017-11-15,18.885000,18.934999,18.705000,18.905001,18.414322,2819252
2017-11-16,19.049999,19.235001,18.995001,19.145000,18.648092,3306584
2017-11-17,19.180000,19.215000,18.570000,18.610001,18.126978,5101916
2017-11-20,18.549999,18.764999,18.325001,18.565001,18.083147,4061872
2017-11-21,18.610001,18.730000,18.420000,18.530001,18.049055,3282023
2017-11-22,18.510000,18.555000,18.260000,18.260000,17.786062,2958224
2017-11-23,18.139999,18.360001,18.055000,18.205000,17.732491,2142316
2017-11-24,18.235001,18.379999,18.110001,18.120001,17.649696,2536755
2017-11-27,18.120001,18.315001,17.940001,17.995001,17.527941,2654442
2017-11-28,18.065001,18.125000,17.905001,18.004999,17.537680,2319953
2017-11-29,18.100000,18.170000,17.295000,17.295000,16.846109,8502144
2017-11-30,17.290001,17.905001,17.280001,17.375000,16.924032,12214982
2017-12-01,17.320000,17.379999,16.805000,16.900000,16.461361,6711341
2017-12-04,17.094999,17.264999,17.010000,17.190001,16.743835,4655251
2017-12-05,17.219999,17.379999,16.975000,17.209999,16.763313,3560702
2017-12-06,17.205000,17.219999,16.905001,17.025000,16.583117,3745721
2017-12-07,17.129999,17.205000,17.014999,17.135000,16.690262,2470737
2017-12-08,16.990000,17.334999,16.895000,16.910000,16.471102,4127407
2017-12-11,16.924999,17.184999,16.879999,17.025000,16.583117,2648371
2017-12-12,17.035000,17.129999,16.855000,17.035000,16.592857,2431256
2017-12-13,17.059999,17.180000,16.915001,16.985001,16.544155,2922355
2017-12-14,17.219999,17.360001,17.184999,17.275000,16.826628,4862082
2017-12-15,17.250000,17.254999,16.980000,17.195000,16.748705,5594653
2017-12-18,17.309999,17.480000,17.219999,17.260000,16.812017,3590343
2017-12-19,17.225000,17.450001,17.094999,17.145000,16.700003,2357517
2017-12-20,17.150000,17.225000,16.965000,17.055000,16.612339,2190613
2017-12-21,17.040001,17.285000,16.930000,17.184999,16.738964,2118130
2017-12-22,17.205000,17.225000,17.049999,17.094999,16.651299,1483936
2017-12-27,17.070000,17.215000,17.059999,17.150000,16.704872,1569412
2017-12-28,17.145000,17.170000,16.959999,17.004999,16.563635,1763907
2017-12-29,17.004999,17.059999,16.920000,16.955000,16.514933,1330464
2018-01-02,16.959999,16.995001,16.455000,16.915001,16.475973,2641718
2018-01-03,17.000000,17.275000,16.980000,17.115000,16.670780,2989091
2018-01-04,17.250000,17.440001,17.250000,17.350000,16.899681,3119565
2018-01-05,17.500000,18.135000,17.500000,18.105000,17.635084,6683239
2018-01-08,18.200001,18.480000,18.020000,18.035000,17.566902,4239846
2018-01-09,18.080000,18.355000,17.959999,18.165001,17.693529,4248877
2018-01-10,18.160000,18.170000,17.700001,17.900000,17.435406,3855195
2018-01-11,17.950001,17.955000,17.655001,17.930000,17.464628,3797848
2018-01-12,18.000000,18.059999,17.840000,18.020000,17.552292,2609434
2018-01-15,18.049999,18.100000,17.770000,17.855000,17.391573,1725746
2018-01-16,18.000000,18.240000,17.889999,18.170000,17.698399,3384476
2018-01-17,18.219999,18.334999,18.160000,18.275000,17.800673,3263663
2018-01-18,18.275000,18.379999,18.160000,18.315001,17.839636,2284542
2018-01-19,18.295000,18.530001,18.270000,18.469999,17.990612,3173836
2018-01-22,18.469999,19.129999,18.395000,19.010000,18.516596,3990732
2018-01-23,19.139999,19.190001,18.719999,18.745001,18.258474,3248803
2018-01-24,18.795000,18.900000,18.520000,18.520000,18.039314,2654608
2018-01-25,18.410000,18.674999,18.275000,18.450001,17.971132,2172973
2018-01-26,18.430000,18.465000,18.235001,18.379999,17.902946,2496952
2018-01-29,18.455000,18.495001,18.330000,18.365000,17.888336,1689184
2018-01-30,18.250000,18.375000,18.155001,18.245001,17.771452,2658905
2018-01-31,18.240000,18.389999,18.059999,18.090000,17.620476,3138079
2018-02-01,18.150000,18.764999,18.110001,18.650000,18.165939,4494588
2018-02-02,18.610001,18.815001,18.225000,18.650000,18.165939,4002180
2018-02-05,18.410000,18.525000,18.105000,18.385000,17.907818,4610354
2018-02-06,17.510000,18.375000,17.299999,18.055000,17.586384,6312380
2018-02-07,18.290001,18.635000,18.075001,18.535000,18.053925,4304015
2018-02-08,18.430000,18.535000,17.855000,17.980000,17.513329,3563195
2018-02-09,17.799999,18.139999,17.415001,17.530001,17.075010,4682069
2018-02-12,17.735001,17.965000,17.514999,17.584999,17.128582,3120827
2018-02-13,17.570000,17.695000,17.480000,17.530001,17.075010,2083839
2018-02-14,17.650000,17.965000,17.504999,17.815001,17.352613,3434063
2018-02-15,18.035000,18.330000,17.850000,17.900000,17.435406,3251529
2018-02-16,18.049999,18.254999,17.959999,18.045000,17.576643,3276416
2018-02-19,18.059999,18.139999,17.780001,17.860001,17.396444,1533363
2018-02-20,17.855000,17.965000,17.655001,17.900000,17.435406,2437005
2018-02-21,17.920000,17.924999,17.655001,17.785000,17.323391,1485652
2018-02-22,17.629999,18.045000,17.480000,17.950001,17.484110,3411543
2018-02-23,18.000000,18.125000,17.805000,17.930000,17.464628,2834178
2018-02-26,17.990000,18.170000,17.945000,18.045000,17.576643,2042605
2018-02-27,18.125000,18.315001,18.014999,18.195000,17.722750,3075203
2018-02-28,18.075001,18.670000,18.065001,18.615000,18.131847,4524067
2018-03-01,19.450001,20.150000,19.080000,19.450001,18.945177,10170693
2018-03-02,19.465000,19.555000,18.870001,19.059999,18.565298,5995448
2018-03-05,18.920000,19.490000,18.879999,19.190001,18.691925,4930657
2018-03-06,19.434999,19.594999,19.215000,19.254999,18.755236,4317310
2018-03-07,19.184999,19.434999,18.985001,19.100000,18.604261,4846239
2018-03-08,19.135000,19.430000,19.129999,19.295000,18.794199,2908159
2018-03-09,19.225000,19.325001,19.129999,19.270000,18.769848,2334399
2018-03-12,19.360001,19.480000,19.205000,19.264999,18.764977,1899896
2018-03-13,19.280001,19.340000,18.764999,18.889999,18.399710,3378743
2018-03-14,18.900000,19.120001,18.844999,18.975000,18.482506,2002361
2018-03-15,19.115000,19.195000,18.950001,19.049999,18.555557,2352214
2018-03-16,19.075001,19.150000,18.975000,18.995001,18.501986,2797371
2018-03-19,19.059999,19.080000,18.730000,18.809999,18.321787,2240261
2018-03-20,18.805000,18.980000,18.700001,18.815001,18.326658,1687240
2018-03-21,18.785000,18.940001,18.750000,18.770000,18.282825,2264858
2018-03-22,18.629999,18.950001,18.340000,18.615000,18.131847,2773642
2018-03-23,18.385000,18.639999,18.115000,18.610001,18.126978,2791062
2018-03-26,18.655001,18.990000,18.584999,18.830000,18.341269,2517186
2018-03-27,19.145000,19.200001,18.815001,18.955000,18.463024,2505163
2018-03-28,18.825001,18.930000,18.594999,18.910000,18.419191,2517822
2018-03-29,18.990000,19.645000,18.975000,19.549999,19.042580,5189469
2018-04-03,19.450001,19.639999,19.245001,19.430000,18.925695,3413024
2018-04-04,19.514999,19.555000,19.129999,19.514999,19.008488,2808095
2018-04-05,19.820000,19.969999,19.764999,19.895000,19.378626,2654131
2018-04-06,19.875000,20.010000,19.660000,19.985001,19.466291,2312008
2018-04-09,20.010000,20.090000,19.660000,19.760000,19.247129,2097185
2018-04-10,19.945000,20.400000,19.920000,20.389999,19.860777,4486069
2018-04-11,20.299999,20.440001,20.070000,20.120001,19.597788,2826232
2018-04-12,20.139999,20.389999,20.129999,20.389999,19.860777,2433895
2018-04-13,20.440001,20.549999,20.350000,20.400000,19.870518,1814990
2018-04-16,20.389999,20.430000,20.250000,20.280001,19.753633,1687273
2018-04-17,20.340000,20.860001,20.260000,20.740000,20.201694,3094692
2018-04-18,20.770000,20.850000,20.450001,20.590000,20.055588,3265935
2018-04-19,20.500000,20.709999,20.480000,20.570000,20.036106,1852302
2018-04-20,20.500000,20.780001,20.360001,20.780001,20.240656,3185914
2018-04-23,20.690001,20.990000,20.600000,20.730000,20.191954,3905812
2018-04-24,20.700001,20.770000,20.250000,20.530001,19.997145,4352245
2018-04-25,20.450001,20.580000,20.020000,20.180000,19.656229,3122367
2018-04-26,20.160000,20.530001,20.080000,20.309999,19.782854,2229490
2018-04-27,20.320000,20.570000,20.110001,20.350000,19.821817,2679002
2018-04-30,20.299999,20.490000,20.240000,20.420000,19.889999,3566484
2018-05-02,19.975000,20.340000,19.975000,20.059999,20.059999,3164420
2018-05-03,20.100000,20.440001,19.730000,19.805000,19.805000,3605078
2018-05-04,19.805000,20.120001,19.705000,20.100000,20.100000,2577565
2018-05-07,20.049999,20.129999,19.920000,20.090000,20.090000,1230065
2018-05-08,20.070000,20.340000,19.965000,20.309999,20.309999,2052778
2018-05-09,20.190001,20.260000,19.889999,20.010000,20.010000,2901956
2018-05-10,20.000000,20.190001,19.875000,20.049999,20.049999,1703080
2018-05-11,20.049999,20.100000,19.915001,20.080000,20.080000,1205040
2018-05-14,20.049999,20.080000,19.985001,20.059999,20.059999,1318182
2018-05-15,20.059999,20.290001,20.010000,20.170000,20.170000,1782650
2018-05-16,20.209999,20.360001,20.090000,20.160000,20.160000,2068119
2018-05-17,20.170000,20.610001,20.160000,20.610001,20.610001,2336524
2018-05-18,20.580000,20.670000,20.490000,20.650000,20.650000,2143149
2018-05-21,20.650000,20.969999,20.650000,20.860001,20.860001,1439420
2018-05-22,21.000000,21.020000,20.860001,20.950001,20.950001,1915180
2018-05-23,20.879999,20.910000,20.610001,20.740000,20.740000,2527338
2018-05-24,20.700001,20.719999,20.209999,20.510000,20.510000,3739029
2018-05-25,20.650000,20.809999,20.370001,20.680000,20.680000,3156816
2018-05-28,20.700001,20.840000,20.549999,20.730000,20.730000,1142291
2018-05-29,20.580000,20.580000,19.915001,19.965000,19.965000,1946531
