Date,Open,High,Low,Close,Adj Close,Volume
2018-04-30,63.570000,63.980000,63.459999,63.980000,63.980000,2498616
2018-05-02,64.000000,64.370003,63.900002,64.349998,64.349998,3328173
2018-05-03,64.110001,64.180000,62.869999,63.400002,63.400002,3780046
2018-05-04,61.770000,62.669998,61.160000,62.669998,62.669998,5687364
2018-05-07,62.650002,62.650002,61.880001,62.369999,62.369999,2039671
2018-05-08,62.230000,62.480000,61.419998,61.959999,61.959999,3283381
2018-05-09,62.009998,62.939999,62.000000,62.650002,62.650002,3701458
2018-05-10,62.650002,62.860001,62.070000,62.750000,62.750000,2100853
2018-05-11,62.660000,62.820000,62.250000,62.770000,62.770000,2205688
2018-05-14,62.709999,62.980000,62.570000,62.880001,62.880001,2143544
2018-05-15,62.959999,63.369999,62.740002,63.189999,63.189999,3066556
2018-05-16,62.990002,63.080002,61.889999,62.270000,62.270000,3690239
2018-05-17,62.279999,62.750000,61.799999,62.180000,62.180000,3345709
2018-05-18,62.099998,62.150002,61.419998,61.580002,61.580002,5722010
2018-05-21,61.750000,61.869999,61.480000,61.630001,61.630001,1472129
2018-05-22,61.799999,62.830002,61.709999,62.700001,62.700001,5139935
2018-05-23,62.560001,62.700001,61.509998,61.790001,61.790001,4134195
2018-05-24,62.020000,62.279999,60.730000,61.240002,61.240002,3945234
2018-05-25,61.520000,61.570000,59.810001,60.540001,60.540001,5661706
2018-05-28,61.410000,61.590000,59.000000,59.889999,59.889999,5840660
2018-05-29,59.000000,59.250000,56.759998,57.139999,57.139999,5620739
